vehicleId;vehicleTechnicalID;vehicleTypeShort;vehicleTypeLong;vehicleNumberSeat;vehicleNumberStanding
944;590ZH;Gbus H;VBZ Gelenkbus Hochboden;43;66
629;591ZH;Gbus H;VBZ Gelenkbus Hochboden;43;66
630;592ZH;Gbus H;VBZ Gelenkbus Hochboden;43;66
631;593ZH;Gbus H;VBZ Gelenkbus Hochboden;43;66
907;5LI;Sbus;VBZ Standardbus;33;24
514;601ZH;Sbus;VBZ Standardbus Citaro;33;21
515;602ZH;Sbus;VBZ Standardbus Citaro;33;21
516;603ZH;Sbus;VBZ Standardbus Citaro;33;21
517;604ZH;Sbus;VBZ Standardbus Citaro;33;21
518;605ZH;Sbus;VBZ Standardbus Citaro;33;21
519;606ZH;Sbus;VBZ Standardbus Citaro;33;21
520;607ZH;Sbus;VBZ Standardbus Citaro;33;21
521;608ZH;Sbus;VBZ Standardbus Citaro;33;21
522;609ZH;Sbus;VBZ Standardbus Citaro;33;21
1050;60AZ;AZZKGK;AZZK Gelenkbus mit Kasse;0;0
523;610ZH;Sbus;VBZ Standardbus Citaro;33;21
524;611ZH;Sbus;VBZ Standardbus Citaro;33;21
525;612ZH;Sbus;VBZ Standardbus Citaro;33;21
526;613ZH;Sbus;VBZ Standardbus Citaro;33;21
527;614ZH;Sbus;VBZ Standardbus Citaro;33;21
528;615ZH;Sbus;VBZ Standardbus Citaro;33;21
529;616ZH;Sbus;VBZ Standardbus Citaro;33;21
530;617ZH;Sbus;VBZ Standardbus Citaro;33;21
531;618ZH;Sbus;VBZ Standardbus Citaro;33;21
532;619ZH;Sbus;VBZ Standardbus Citaro;33;21
956;61ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
480;62ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
481;63ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
482;64ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
483;65ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
484;66ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
485;67ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
486;68ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
487;69ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
989;6AT;ATE SB;ATE Standardbus VBG;0;0
908;6LI;Sbus;VBZ Standardbus Citaro;33;21
488;70ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
489;71ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
490;72ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
491;73ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
492;74ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
493;75ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
494;76ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
495;77ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
1118;78ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
1119;79ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
1000;7AT;ATE SB;ATE Standardbus VBG;0;0
909;7LI;Sbus;VBZ Standardbus Citaro;33;21
1120;80ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
1121;81ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
1122;82ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
1111;83ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
1112;84ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
1113;85ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
1114;86ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
1115;87ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
1116;88ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
1110;89ZH;DGTrol;VBZ Doppelgelenk-Trolleybus Longo;61;67
1001;8AT;ATE SB;ATE Standardbus VBG;0;0
910;8LI;Sbus;VBZ Standardbus Citaro;33;21
1002;9AT;ATE SB;ATE Standardbus VBG;0;0
911;9LI;Sbus;VBZ Standardbus Citaro;33;21
